Case_ID,Region,Country,Pollutant_Type,Pollutant_Concentration_mg_kg,Soil_pH,Temperature_C,Humidity_%,Rainfall_mm,Crop_Type,Farming_Practice,Nearby_Industry,Water_Source_Type,Soil_Texture,Soil_Organic_Matter_%,Disease_Type,Disease_Severity,Health_Symptoms,Age_Group_Affected,Gender_Most_Affected,Mitigation_Measure,Case_Resolved,Follow_Up_Required,year,Soil_pH_ss,Rainfall_mm_ss
102343,2,6,4,1123,8.44,37.0,92.4,205.7,4,3,3,0,2,5.0,4,1,2,0,1,0,0,1,2025,1.6947395857716714,0.046709552556380006
102344,3,9,4,2098,8.02,43.7,44.3,319.5,5,0,0,0,0,2.5,1,1,1,2,2,0,1,1,2024,1.3345678334874995,1.0341054512293417
102345,1,4,4,1497,5.22,22.2,89.9,58.4,5,3,3,0,0,6.51,0,0,2,1,0,2,1,0,2024,-1.0665771817403131,-1.2313520983621369
102346,3,9,0,1648,4.98,21.4,62.2,74.9,5,0,1,0,2,8.11,1,0,3,0,1,0,0,0,2023,-1.2723896116169822,-1.0881883696441768
102347,4,6,4,2718,5.36,16.5,54.1,299.1,2,0,3,2,3,3.18,4,0,2,2,1,2,0,0,2024,-0.946519930978922,0.8571030229962275
102348,2,1,0,50,6.66,43.5,49.3,168.1,3,2,2,3,1,9.7,1,1,5,0,1,1,0,1,2024,0.16829739751970527,-0.2795302171281837
102349,1,8,0,1927,7.38,29.7,93.1,275.5,2,0,3,1,1,9.0,1,1,3,2,0,3,0,0,2025,0.7857346871497141,0.6523355079814479
102350,4,7,1,1937,7.44,20.2,42.8,313.2,2,0,0,2,1,3.32,1,1,4,2,2,4,0,0,2025,0.8371877946188819,0.9794429366279387
102351,5,4,4,1556,5.5,38.6,28.3,331.8,5,1,3,2,0,6.23,0,2,2,0,0,0,0,1,2024,-0.8264626802175316,1.1408275035463666
102352,2,0,4,507,6.67,19.9,44.3,140.6,4,3,1,3,1,1.1,2,0,5,1,0,1,1,1,2024,0.17687291543123299,-0.5181364316581173
102353,0,9,5,2750,4.63,33.2,47.8,258.4,4,2,4,1,3,3.88,1,2,1,2,0,1,1,0,2024,-1.5725327385204593,0.5039658254919254
102354,0,2,1,1874,7.42,34.2,28.5,262.8,3,3,3,4,2,3.16,3,1,0,0,0,4,0,0,2023,0.8200367587958257,0.5421428198167151
102355,2,3,0,71,6.16,25.2,55.0,281.9,4,1,1,4,1,3.43,4,1,0,1,1,1,1,1,2025,-0.2604784980566899,0.7078656815447778
102356,4,0,5,862,4.74,34.0,62.6,139.8,3,1,3,3,2,7.2,0,0,2,0,1,0,0,1,2023,-1.478202041493652,-0.5250777033535334
102357,0,7,0,1474,6.38,27.9,67.7,264.0,0,3,4,3,3,3.25,0,2,4,0,2,4,0,1,2024,-0.07181710400307623,0.5525547273598393
102358,1,2,2,374,5.13,32.4,85.5,163.8,0,3,1,0,0,2.11,3,0,3,1,2,0,0,0,2025,-1.143756842944064,-0.3168395524910459
102359,1,4,5,2100,7.83,40.8,65.5,344.3,4,3,3,0,3,0.65,4,1,1,0,2,3,1,1,2023,1.17163299316847,1.2492848737872455
102360,5,7,5,290,4.87,34.9,25.2,198.5,0,1,2,3,0,4.99,0,2,2,2,0,4,1,0,2025,-1.3667203086437894,-0.01576189270236615
102361,3,4,3,849,7.98,16.0,46.4,309.7,2,0,3,2,3,0.79,2,2,4,1,0,3,0,0,2024,1.3002657618413886,0.9490748729604925
102362,0,1,3,1872,7.77,42.6,85.7,127.8,3,3,0,4,0,6.07,3,2,1,0,2,1,1,0,2023,1.120179885699302,-0.6291967787847773
102363,3,9,2,209,5.53,13.3,43.6,350.1,1,1,2,0,1,3.8,3,2,5,0,0,3,0,1,2023,-0.8007361264829477,1.2996090935790134
102364,2,6,0,1553,6.23,26.1,92.7,118.5,3,2,2,1,3,6.46,2,2,4,2,0,2,1,0,2025,-0.2004498726759943,-0.7098890622439912
102365,3,9,1,1161,4.74,27.1,81.0,39.5,3,0,2,2,3,1.16,1,1,2,2,2,0,1,0,2025,-1.478202041493652,-1.395339642166346
102366,4,5,5,408,7.56,35.3,62.4,187.3,2,2,0,1,1,8.94,2,1,1,2,1,0,1,1,2023,0.940094009557216,-0.11293969643819356
102367,4,6,4,2138,7.75,38.5,68.2,183.2,4,1,0,2,2,8.71,3,0,2,0,2,2,0,1,2024,1.1030288498762466,-0.14851371387720205
102368,0,2,1,2579,4.6,11.8,91.9,110.9,3,0,0,4,0,8.8,1,0,5,1,2,2,1,0,2024,-1.5982592922550432,-0.7758311433504456
102369,5,1,1,1076,4.98,12.8,31.7,100.0,5,2,0,3,3,5.14,3,0,5,2,1,3,0,1,2024,-1.2723896116169822,-0.870405970200492
102370,3,0,1,1941,8.45,25.5,58.9,208.7,0,1,1,4,3,5.62,1,1,0,0,0,0,1,0,2023,1.703315103683199,0.07273932141419094
102371,2,3,5,1423,4.54,10.1,27.3,40.6,5,1,1,2,3,7.2,1,0,0,2,2,3,0,1,2023,-1.6497123997242102,-1.3857953935851486
102372,0,0,4,558,8.08,42.5,93.2,375.6,1,1,2,0,0,3.08,3,0,3,2,0,2,1,0,2024,1.3860209409566673,1.5208621288704065
102373,5,0,4,1396,5.2,38.2,86.6,340.5,5,2,1,1,0,4.62,0,2,1,2,1,4,0,0,2023,-1.0837282175633685,1.2163138332340182
102374,5,1,1,2112,4.89,11.4,76.5,170.1,4,0,1,3,1,9.96,4,0,2,0,1,1,1,1,2023,-1.3495692728207338,-0.2621770378896431
102375,1,9,2,264,7.92,26.8,82.0,326.9,3,2,2,3,3,9.2,2,1,0,0,1,1,0,0,2023,1.2488126543722209,1.098312214411942
102376,2,8,5,819,8.3,15.3,26.1,172.6,0,0,4,2,3,8.37,4,0,4,1,2,3,0,0,2024,1.5746823350102819,-0.2404855638414673
102377,4,6,5,1300,7.82,35.5,35.7,379.6,5,1,3,2,3,1.08,2,0,1,1,2,3,1,0,2024,1.163057475256942,1.5555684873474878
102378,1,8,1,2504,5.72,27.5,51.7,68.7,3,0,1,1,2,3.9,3,2,4,1,2,4,1,1,2023,-0.637801286163918,-1.1419832252836526
102379,2,1,0,527,5.32,16.5,56.7,319.2,1,2,2,2,1,5.91,3,2,2,1,2,1,1,0,2024,-0.9808220026250336,1.0315024743435606
102380,1,8,3,2487,7.05,34.1,70.1,179.8,0,0,0,4,0,7.05,3,0,2,0,2,1,1,0,2024,0.5027425960692932,-0.1780141185827209
102381,3,2,0,184,7.94,37.2,38.4,307.2,3,3,0,4,2,0.62,1,0,4,2,1,3,1,1,2024,1.265963690195277,0.9273833989123168
102382,5,0,3,590,4.76,37.3,76.7,325.5,3,0,2,3,3,0.54,3,0,1,0,2,4,1,0,2023,-1.4610510056705965,1.0861649889449636
102383,4,7,4,1370,7.32,15.4,68.7,33.6,2,1,1,1,2,2.22,0,1,3,1,1,2,0,0,2023,0.734281579680547,-1.446531520920041
102384,2,7,3,1307,7.11,15.1,33.9,81.8,4,2,1,3,2,2.77,3,1,3,1,1,4,0,1,2024,0.554195703538461,-1.0283199012712116
102385,4,9,4,612,6.08,32.9,52.9,310.4,0,1,3,2,3,7.33,0,1,4,2,2,4,1,0,2023,-0.32908264134891313,0.9551484856939817
102386,3,7,4,343,4.7,40.7,26.0,59.3,4,1,0,3,2,0.71,4,1,1,2,1,2,0,1,2024,-1.5125041131397636,-1.2235431677047939
102387,2,7,3,1754,6.83,44.5,86.5,164.3,4,1,1,4,1,4.03,0,1,2,1,1,4,0,0,2024,0.3140812020156796,-0.31250125768141074
102388,2,1,5,815,5.11,14.8,29.9,45.6,0,3,1,3,0,2.78,0,2,2,2,1,4,0,1,2024,-1.1609078787671194,-1.3424124454887971
102389,4,2,1,840,8.35,30.2,94.1,149.0,5,0,1,1,3,4.85,1,0,1,2,0,0,1,0,2023,1.6175599245679204,-0.44525307885624665
102390,5,1,5,889,5.23,15.0,90.9,394.7,3,0,2,2,0,0.93,0,0,3,2,0,0,1,1,2024,-1.0580016638287846,1.6865849905984691
102391,0,7,1,400,6.19,16.5,47.3,51.6,1,2,3,1,3,4.84,3,2,4,2,1,1,1,0,2025,-0.23475194432210594,-1.2903529077731752
102392,2,1,3,748,5.91,13.3,52.1,393.3,1,1,1,3,1,3.62,2,2,5,0,1,1,1,1,2023,-0.4748664458448874,1.674437765131491
102393,5,4,0,2451,7.87,43.3,79.3,263.8,5,0,0,1,2,8.64,1,2,3,0,0,0,1,1,2025,1.2059350648145815,0.5508194094359854
102394,2,0,3,204,6.35,44.6,77.7,384.8,0,3,0,0,0,7.91,4,0,0,0,1,2,0,1,2023,-0.09754365773766015,1.6006867533676932
102395,3,4,5,2447,7.33,36.6,59.2,369.7,5,1,4,0,2,8.34,4,1,3,2,1,0,0,1,2024,0.7428570975920746,1.4696702501167114
102396,2,2,2,2367,7.19,20.7,22.7,374.3,3,3,2,3,3,6.07,1,2,0,2,0,4,1,0,2025,0.6227998468306843,1.509582562365355
102397,5,3,2,821,5.1,39.0,82.7,325.8,4,0,4,1,2,6.63,0,2,4,1,2,2,1,1,2024,-1.169483396678648,1.0887679658307448
102398,5,2,2,1011,5.72,10.3,82.5,35.0,1,2,2,0,2,6.49,4,1,3,2,2,4,0,0,2023,-0.637801286163918,-1.4343842954530623
102399,0,7,3,1382,6.61,42.4,22.4,309.4,0,0,1,2,3,0.99,0,1,0,1,2,0,1,1,2024,0.1254198079620659,0.9464718960747114
102400,2,9,5,94,6.22,12.2,79.2,211.8,2,3,0,2,2,0.78,1,2,3,1,0,1,1,1,2025,-0.20902539058752279,0.09963674923392911
102401,4,8,2,109,6.95,38.2,52.8,221.8,5,3,3,0,0,8.1,3,0,5,2,1,0,0,1,2023,0.4169874169540145,0.18640264542663224
102402,5,7,3,1702,5.4,31.5,67.1,293.6,5,2,3,0,1,6.4,1,2,3,2,2,4,0,1,2024,-0.9122178593328103,0.8093817800902409
102403,4,0,3,2708,5.29,43.3,60.4,268.8,3,3,0,0,3,1.44,2,1,1,2,0,1,1,0,2024,-1.0065485563596175,0.594202357532337
102404,4,9,0,1055,7.58,34.7,23.0,218.6,4,2,2,0,3,1.34,3,1,3,1,1,2,1,1,2024,0.9572450453802722,0.1586375586449671
102405,4,7,4,2780,8.09,10.7,84.4,367.8,0,3,1,2,2,3.86,1,2,0,0,2,4,0,0,2023,1.3945964588681952,1.453184729840098
102406,2,8,4,1998,6.27,32.9,45.5,129.0,3,2,2,2,3,4.53,1,0,1,2,0,2,0,0,2024,-0.1661478010298834,-0.6187848712416529
102407,0,6,0,386,7.82,22.2,50.0,357.6,3,3,2,4,2,5.22,1,0,5,1,0,1,0,0,2023,1.163057475256942,1.3646835157235409
102408,0,9,5,1491,8.33,41.0,32.7,189.3,1,0,2,4,3,9.73,4,0,1,0,1,0,1,0,2024,1.6004088887448649,-0.09558651719965293
102409,2,0,0,1027,5.99,16.8,28.6,296.1,0,2,2,4,2,7.82,0,0,1,1,0,3,0,1,2024,-0.40626230255266416,0.8310732541384166
102410,0,2,3,2707,7.59,18.5,23.0,394.2,3,1,0,0,0,3.73,0,2,1,2,1,0,0,0,2025,0.9658205632918,1.682246695788834
102411,4,7,2,853,8.12,30.5,36.1,355.6,2,0,1,1,0,9.94,4,0,1,1,1,3,1,0,2024,1.4203230126027782,1.3473303364850002
102412,2,9,4,237,7.95,23.7,59.3,365.9,5,1,1,4,0,9.75,3,0,4,2,2,3,1,0,2023,1.2745392081068048,1.436699209563484
102413,1,4,3,718,5.35,12.8,62.1,5.4,3,1,4,1,2,4.41,4,1,2,0,0,0,1,1,2023,-0.9550954488904504,-1.6912113481834636
102414,1,7,1,197,6.12,11.4,82.6,83.9,2,0,3,3,1,3.62,1,0,5,2,0,0,0,1,2024,-0.29478056970280153,-1.010099063070744
102415,5,6,3,2433,7.49,17.7,25.4,286.3,3,1,0,0,2,4.21,3,2,1,0,2,2,0,0,2024,0.8800653841765212,0.7460426758695674
102416,4,8,5,2136,6.28,22.1,53.8,299.4,0,0,4,0,3,9.07,0,2,2,0,2,3,1,0,2025,-0.15757228311835494,0.8597059998820082
102417,3,3,1,128,6.6,11.1,55.1,354.1,5,0,1,4,2,3.94,2,1,1,2,1,1,0,0,2024,0.11684429005053742,1.3343154520560947
102418,1,9,5,2592,7.02,42.7,76.8,41.4,1,1,2,1,1,2.7,0,0,4,0,2,0,1,0,2023,0.4770160423347093,-1.3788541218897323
102419,2,2,1,1089,5.18,27.3,55.4,382.5,1,2,4,4,1,4.62,1,1,5,2,2,4,1,0,2025,-1.1008792533864247,1.5807305972433714
102420,2,9,2,2194,8.27,40.7,35.7,198.4,2,1,2,2,1,3.8,3,0,2,0,0,1,0,1,2023,1.548955781275697,-0.016629551664293134
102421,4,5,5,1112,5.94,38.9,53.9,209.5,5,3,2,2,0,9.83,1,2,1,2,2,2,0,1,2023,-0.44913989211030353,0.07968059310960729
102422,1,9,5,160,6.45,37.1,31.3,244.6,2,0,0,4,1,2.77,3,0,5,2,1,4,0,1,2023,-0.011788478622380657,0.38422888874599526
102423,0,4,2,2424,5.81,21.5,64.9,73.4,1,3,1,0,3,3.21,1,0,5,0,0,1,1,1,2023,-0.5606216249601669,-1.1012032540730823
102424,3,8,3,1150,5.91,28.4,65.0,226.7,2,3,3,1,2,6.71,1,1,3,2,2,1,0,1,2024,-0.4748664458448874,0.22891793456105658
102425,4,1,4,843,5.01,36.6,83.8,102.8,3,3,4,1,3,4.37,0,0,5,0,0,0,0,1,2024,-1.246663057882399,-0.8461115192665352
102426,0,8,5,1363,6.63,33.1,23.1,288.6,2,1,2,3,1,1.09,4,2,4,1,1,2,0,1,2024,0.14257084378512136,0.7659988319938893
102427,2,0,1,1283,7.81,25.8,31.2,394.0,2,2,2,4,2,8.95,4,1,3,0,1,1,0,1,2023,1.1544819573454137,1.68051137786498
102428,5,4,3,2151,6.15,16.4,90.6,212.9,3,2,1,3,0,8.6,1,0,1,2,0,4,0,0,2023,-0.2690540159682176,0.10918099781512641
102429,5,9,1,945,5.84,44.5,59.1,56.3,5,3,0,3,1,2.59,2,0,1,0,2,0,1,0,2024,-0.534895071225583,-1.249572936562605
102430,3,2,2,1322,4.67,26.2,51.4,311.7,0,0,1,2,1,3.87,4,1,3,0,1,1,0,0,2025,-1.5382306668743475,0.9664280521990332
102431,5,6,5,2740,5.22,30.7,26.7,293.5,2,2,3,2,0,9.95,3,2,1,2,0,1,1,0,2023,-1.0665771817403131,0.8085141211283136
102432,4,4,2,2300,6.72,27.0,82.6,374.4,2,1,2,3,3,9.9,1,2,5,2,1,0,0,1,2024,0.21975050498887236,1.5104502213272817
102433,4,2,4,1099,8.46,15.5,39.0,35.6,5,0,1,0,0,3.08,0,0,1,0,1,0,0,1,2025,1.7118906215947283,-1.4291783416815003
102434,3,5,4,2140,7.91,37.3,67.3,205.6,4,1,4,2,0,7.23,1,1,2,2,0,4,1,0,2024,1.240237136460693,0.04584189359445302
102435,5,4,1,1080,7.87,33.7,72.3,214.4,1,1,4,3,0,8.91,1,1,5,2,1,1,0,0,2024,1.2059350648145815,0.12219588224403187
102436,1,2,3,684,6.02,37.2,57.0,355.7,5,0,4,2,0,3.79,3,0,4,2,2,1,1,0,2023,-0.380535748818081,1.348197995446927
102437,1,4,2,1017,8.05,26.3,58.7,133.1,0,3,1,4,0,3.13,1,1,0,2,2,1,0,1,2024,1.3602943872220843,-0.5832108538026447
102438,4,4,3,1827,4.98,40.8,78.4,76.3,1,0,0,3,1,7.09,1,1,1,1,1,4,1,1,2024,-1.2723896116169822,-1.0760411441771984
102439,1,7,5,1671,5.24,19.6,50.7,279.7,2,3,4,3,0,6.57,4,1,0,2,2,3,1,1,2025,-1.049426145917257,0.6887771843823832
102440,5,6,3,1460,7.57,36.5,66.3,314.8,1,0,1,4,2,3.68,0,0,5,2,1,3,1,1,2023,0.9486695274687446,0.9933254800187714
102441,2,0,5,2463,6.96,38.8,61.0,87.4,3,3,2,2,2,5.65,1,0,0,1,2,1,1,1,2024,0.4255629348655422,-0.9797309994032979
102442,5,9,5,1022,7.29,26.7,82.7,271.2,5,0,1,2,2,7.0,4,0,0,2,2,3,1,1,2023,0.7085550259459631,0.6150261726185855
102443,5,5,3,589,8.44,39.5,79.2,132.1,1,1,3,2,1,5.59,4,1,0,0,1,0,0,1,2023,1.6947395857716714,-0.591887443421915
102444,5,3,1,367,6.65,15.1,61.5,259.5,5,3,2,3,3,4.21,2,2,2,1,1,2,0,0,2024,0.15972187960817755,0.513510074073123
102445,3,1,0,1363,8.0,13.8,79.4,68.3,0,3,2,1,2,0.85,0,0,0,0,2,4,1,1,2023,1.3174167976644442,-1.1454538611313612
102446,2,8,0,502,7.56,24.2,85.4,209.9,1,2,2,2,1,0.71,1,1,2,1,1,2,0,1,2023,0.940094009557216,0.08315122895731547
102447,1,9,2,1988,4.94,37.6,32.6,138.2,0,0,3,3,2,7.73,3,2,3,1,1,1,1,0,2024,-1.3066916832630937,-0.5389602467443662
102448,0,5,5,2667,5.99,39.0,34.3,322.9,0,3,2,3,0,6.75,4,1,4,0,2,3,0,1,2024,-0.40626230255266416,1.0636058559348607
102449,5,8,2,524,5.71,14.6,48.7,81.5,4,3,2,2,1,6.62,3,1,4,1,2,2,1,0,2024,-0.6463768040754456,-1.0309228781569928
102450,2,3,2,2777,4.55,28.9,63.0,365.7,0,0,1,3,2,5.31,3,2,2,2,0,1,1,0,2024,-1.6411368818126824,1.4349638916396301
102451,2,1,5,1489,6.39,19.4,24.2,163.5,4,0,3,3,1,1.0,3,2,2,1,0,3,1,0,2025,-0.06324158609154851,-0.3194425293768271
102452,4,6,1,1508,5.73,28.7,30.1,373.1,0,3,4,1,0,9.0,0,2,4,0,0,0,1,1,2024,-0.6292257682523894,1.4991706548222308
102453,3,5,3,518,5.87,31.5,27.2,141.8,1,3,2,4,0,2.89,4,0,5,2,2,2,0,0,2024,-0.5091685174909991,-0.5077245241149928
102454,1,1,3,2547,7.91,30.3,59.0,372.3,0,2,1,2,1,9.36,0,2,1,2,1,1,0,0,2023,1.240237136460693,1.4922293831268143
102455,2,9,2,2709,5.0,15.6,70.8,216.6,2,1,0,0,0,0.68,4,0,4,0,0,1,1,1,2023,-1.2552385757939266,0.14128437940642646
102456,3,1,2,165,8.05,40.4,46.8,356.4,3,3,0,0,2,6.14,0,1,3,1,0,4,0,0,2024,1.3602943872220843,1.354271608180416
102457,4,8,5,2256,6.21,14.0,52.5,182.9,2,0,0,1,1,5.73,3,2,1,2,0,4,1,1,2024,-0.2176009084990505,-0.15111669076298298
102458,4,7,0,287,8.47,18.5,34.9,210.7,4,1,2,3,3,5.6,2,2,1,2,1,1,1,0,2023,1.7204661395062562,0.09009250065273157
102459,5,2,0,1214,7.59,28.1,65.7,289.5,2,3,1,1,0,0.74,2,0,0,0,1,3,0,1,2023,0.9658205632918,0.7738077626512323
102460,1,0,2,1579,8.04,10.6,50.4,370.5,1,2,0,3,3,3.85,0,2,4,1,1,2,1,0,2024,1.351718869310555,1.4766115218121276
102461,5,0,2,1260,8.43,17.0,24.9,343.8,2,0,2,2,2,8.75,1,0,1,2,2,0,1,1,2024,1.6861640678601437,1.2449465789776104
102462,0,8,0,1294,6.56,39.3,75.4,106.1,3,1,1,0,3,0.66,1,2,3,0,0,3,1,0,2024,0.08254221840442579,-0.8174787735229432
102463,4,0,2,1315,7.94,41.4,91.7,351.8,4,1,2,3,0,6.01,0,0,4,1,0,0,0,0,2024,1.265963690195277,1.314359295931773
102464,4,8,4,1221,7.6,35.9,60.4,34.9,3,0,2,1,3,9.3,0,0,1,2,1,4,1,0,2025,0.9743960812033277,-1.4352519544149893
102465,4,3,3,1249,5.95,32.0,70.5,84.3,2,1,1,0,2,8.45,2,0,2,2,2,4,1,1,2023,-0.4405643741987758,-1.006628427223036
102466,2,3,4,795,5.25,24.2,74.8,386.2,0,3,3,2,0,8.19,1,0,4,0,2,0,1,0,2023,-1.040850628005729,1.6128339788346715
102467,1,6,4,2624,5.06,12.5,61.8,116.1,2,0,4,0,0,8.37,0,1,2,0,0,1,0,1,2023,-1.2037854683247595,-0.73071287733024
102468,2,8,4,1866,8.38,18.9,56.4,200.5,0,3,3,4,0,2.77,0,0,4,1,0,4,0,1,2023,1.6432864783025052,0.001591286536174474
102469,0,1,2,1640,6.27,25.6,47.2,6.8,5,0,1,1,0,5.46,2,0,5,0,2,2,1,0,2024,-0.1661478010298834,-1.679064122716485
102470,3,4,2,919,4.51,20.8,40.9,157.4,3,0,0,1,1,1.75,2,1,5,2,0,2,1,0,2023,-1.6754389534587941,-0.37236972605437596
102471,4,4,0,1392,7.27,32.1,80.3,180.8,0,2,1,0,2,5.43,1,1,3,2,2,0,0,1,2024,0.6914039901229069,-0.16933752896345058
102472,1,4,2,2269,6.21,34.6,52.6,167.1,4,1,2,1,3,7.72,2,1,5,0,1,3,0,0,2025,-0.2176009084990505,-0.288206806747454
102473,0,2,0,476,5.85,17.8,46.9,92.1,2,3,1,3,1,6.0,3,1,0,0,2,3,0,1,2025,-0.5263195533140552,-0.9389510281927275
102474,2,9,2,2239,7.65,22.8,94.2,237.5,5,1,4,2,1,4.29,4,2,3,0,1,1,0,0,2023,1.0172736707609678,0.3226251024491761
102475,2,9,2,2339,7.42,36.2,34.7,187.3,5,1,4,3,1,8.69,1,1,4,1,2,2,0,0,2024,0.8200367587958257,-0.11293969643819356
102476,2,5,5,1382,7.23,30.6,83.2,113.8,5,2,1,4,2,5.97,2,0,1,0,2,3,0,1,2024,0.657101918476796,-0.7506690334545617
102477,0,9,5,334,7.26,35.6,23.2,270.3,2,3,2,4,3,4.44,0,2,2,0,0,4,1,0,2025,0.6828284722113791,0.6072172419612424
102478,1,5,2,339,6.18,16.8,51.2,153.7,5,3,3,3,2,7.51,4,0,5,1,2,3,0,0,2023,-0.24332746223363444,-0.4044731076456763
102479,1,0,1,2158,6.93,10.8,89.8,274.5,0,3,3,4,3,0.82,4,1,2,2,0,0,0,0,2025,0.39983638113095826,0.6436589183621776
102480,4,2,1,2299,5.3,30.3,55.0,167.9,0,3,0,4,0,8.95,4,1,1,0,0,3,1,0,2023,-0.9979730384480898,-0.28126553505203766
102481,5,6,3,1205,4.8,43.1,89.0,273.8,5,2,0,0,1,4.94,0,1,0,0,1,4,1,1,2023,-1.426748934024485,0.6375853056286885
102482,2,4,0,252,7.66,12.6,25.1,215.0,4,2,3,2,0,2.02,0,0,5,2,0,3,0,1,2024,1.0258491886724956,0.12740183601559402
102483,1,5,0,19,6.19,14.8,32.0,30.8,4,1,2,0,3,2.45,1,2,2,2,0,0,0,1,2024,-0.23475194432210594,-1.4708259718539975
102484,0,2,2,1982,7.74,25.8,58.0,13.1,2,3,2,2,2,1.16,3,1,1,1,0,4,1,0,2023,1.0944533319647187,-1.6244016081150823
102485,3,4,2,706,6.68,35.9,65.4,156.9,0,1,3,0,1,1.62,3,1,1,0,1,3,0,0,2024,0.1854484333427607,-0.3767080208640111
102486,3,4,4,2179,5.96,35.8,58.5,295.5,1,1,2,4,1,9.12,3,1,0,0,1,0,0,1,2023,-0.4319888562872481,0.8258673003668542
102487,2,2,2,2568,6.64,27.9,39.9,374.3,0,0,0,1,3,4.85,2,2,2,2,2,3,1,0,2023,0.15114636169664908,1.509582562365355
102488,4,2,2,348,6.23,14.4,57.7,224.5,2,2,1,3,2,3.71,2,1,4,1,2,2,0,0,2024,-0.2004498726759943,0.209829437398662
102489,5,6,4,190,8.27,37.1,82.9,146.7,4,2,0,1,3,7.73,0,0,0,2,1,2,0,0,2024,1.548955781275697,-0.4652092349805685
102490,1,7,0,1328,5.3,14.4,45.9,55.0,0,1,3,2,3,9.98,3,2,0,1,0,0,0,1,2023,-0.9979730384480898,-1.260852503067656
102491,0,7,5,126,6.26,25.8,42.5,228.5,1,2,3,2,2,1.92,0,2,4,0,1,0,1,1,2024,-0.17472331894141113,0.24453579587574323
102492,5,6,3,2189,5.83,30.7,73.7,355.6,2,1,4,4,3,8.44,4,1,0,2,0,4,0,1,2024,-0.5434705891371107,1.3473303364850002
102493,5,8,4,1695,6.05,27.6,77.7,351.0,0,2,0,4,1,1.49,2,2,0,1,0,2,0,0,2023,-0.35480919508349706,1.3074180242363567
102494,5,2,4,1063,7.6,25.1,44.9,164.5,0,2,3,0,3,6.23,4,2,3,2,2,1,0,0,2024,0.9743960812033277,-0.3107659397575568
102495,4,8,5,2787,6.47,17.3,32.2,16.9,5,2,0,2,0,5.81,2,2,2,2,1,3,0,0,2024,0.005362557200674782,-1.591430567561855
102496,2,7,5,1494,5.32,34.3,75.6,103.6,0,3,1,3,3,3.77,1,0,5,0,1,1,0,0,2025,-0.9808220026250336,-0.8391702475711189
102497,4,9,3,2765,6.0,36.6,54.0,317.3,0,3,3,1,3,7.81,1,1,2,0,0,1,0,0,2025,-0.39768678464113644,1.0150169540669471
102498,3,4,3,1855,7.92,42.9,63.5,95.0,0,3,1,4,0,4.29,3,1,0,1,2,0,1,0,2023,1.2488126543722209,-0.9137889182968436
102499,2,6,0,2109,7.1,16.2,23.8,273.2,4,0,0,0,3,2.89,3,1,0,2,1,2,0,1,2024,0.5456201856269326,0.6323793518571261
102500,3,0,0,1366,7.49,29.7,26.2,74.2,0,1,0,4,0,2.58,1,1,0,1,0,3,1,1,2025,0.8800653841765212,-1.094261982377666
102501,0,0,5,707,6.76,27.6,35.2,27.0,5,2,4,2,3,2.13,3,2,0,0,1,3,0,1,2025,0.254052576634984,-1.5037970124072249
102502,4,0,5,2745,6.37,40.4,83.7,204.6,0,3,0,2,1,7.21,1,0,3,2,2,0,0,0,2024,-0.08039262191460395,0.03716530397518271
102503,0,1,2,525,7.25,19.5,82.4,33.5,0,3,2,0,1,7.84,1,0,5,2,1,1,1,1,2025,0.6742529542998514,-1.4473991798819679
102504,4,7,1,271,8.02,20.6,69.1,195.0,1,0,2,0,1,3.98,3,0,5,2,2,0,1,0,2023,1.3345678334874995,-0.04612995636981225
102505,2,1,2,1798,8.29,11.4,88.9,243.6,2,2,3,4,0,8.17,0,0,3,0,0,2,1,0,2024,1.5661068170987527,0.37555229912672494
102506,4,2,1,1060,6.39,40.4,51.1,213.9,2,1,3,2,1,0.69,1,2,0,0,1,4,0,1,2023,-0.06324158609154851,0.11785758743439671
102507,3,9,5,420,7.07,35.1,63.7,57.3,4,1,4,4,3,4.73,1,0,1,1,1,0,1,1,2023,0.5198936318923494,-1.2408963469433345
102508,5,7,3,980,6.48,40.5,78.2,33.6,0,0,3,1,0,8.96,4,0,3,2,0,0,0,1,2024,0.013938075112203263,-1.446531520920041
102509,5,4,1,1292,7.48,14.9,70.3,94.5,0,0,1,1,2,4.66,4,0,1,2,2,0,0,0,2024,0.8714898662649936,-0.9181272131064787
102510,1,9,4,38,5.11,13.2,38.0,40.0,1,2,2,1,2,7.07,4,1,2,0,1,4,0,1,2024,-1.1609078787671194,-1.3910013473567109
102511,3,7,1,72,6.97,14.9,90.9,373.2,2,1,2,4,1,2.64,3,0,0,0,0,0,1,1,2023,0.4341384527770699,1.5000383137841575
102512,2,7,3,1716,4.61,42.6,59.2,17.3,4,1,3,0,2,3.75,4,0,0,0,2,4,0,1,2024,-1.5896837743435146,-1.5879599317141468
102513,2,4,3,207,6.07,33.4,55.2,153.5,4,1,2,3,3,1.63,0,0,0,2,0,4,0,1,2023,-0.33765815926044085,-0.40620842556953024
102514,1,5,5,665,4.9,38.3,30.1,238.1,2,3,3,3,0,3.76,0,2,1,2,0,4,1,1,2023,-1.3409937549092055,0.3278310562207382
102515,1,8,5,608,7.06,26.0,50.0,237.1,3,3,3,0,3,5.17,2,0,5,0,1,2,1,0,2024,0.5113181139808209,0.3191544666014679
